,title_list,video_urls,video_IDs,thumbnails
0,Practice FAANG SQL Interview Questions For Free | Ace The SQL Interview | Data Analytics,https://www.youtube.com/watch?v=TLE-xW9rZfQ,TLE-xW9rZfQ,https://i.ytimg.com/vi/TLE-xW9rZfQ/hqdefault.jpg
